cluster,rank,label,count,share,cluster_size
199,2,Chassis Components,25,0.02783964365256125,898
199,3,Ribbon Cables,22,0.024498886414253896,898
182,1,Screen Protectors,895,0.9988839285714286,896
182,2,MP3/MP4 Player Cases,1,0.0011160714285714285,896
139,1,Data Storage Devices,883,0.9888017917133258,893
139,2,Notebook Parts & Accessories,3,0.0033594624860022394,893
139,3,Chassis Components,3,0.0033594624860022394,893
200,1,Notebook Parts & Accessories,885,0.9910414333706606,893
200,2,Chassis Components,6,0.006718924972004479,893
200,3,Tablet Spare Parts,1,0.0011198208286674132,893
136,1,Mobile Phone Cases,197,0.22234762979683972,886
136,2,Cable Interface/Gender Adapters,53,0.05981941309255079,886
136,3,Mobile Device Chargers,48,0.05417607223476298,886
166,1,Data Storage Devices,860,0.9919261822376009,867
166,2,Notebooks,6,0.006920415224913495,867
166,3,POS Systems,1,0.0011534025374855825,867
193,1,Keyboards,762,0.8850174216027874,861
193,2,Mobile Device Keyboards,48,0.05574912891986063,861
193,3,Notebook Parts & Accessories,31,0.036004645760743324,861
253,1,Notebook Parts & Accessories,810,0.9418604651162791,860
253,2,Chassis Components,33,0.03837209302325582,860
253,3,System Components,17,0.019767441860465116,860
250,1,Notebooks,856,0.9988331388564761,857
250,2,Notebook Parts & Accessories,1,0.0011668611435239206,857
147,1,Chassis Components,722,0.8514150943396226,848
147,2,Portable Speakers,42,0.049528301886792456,848
147,3,Mouse Pads,17,0.020047169811320754,848
165,1,DVD/Blu-Ray Players,438,0.5201900237529691,842
165,2,Data Storage Devices,160,0.19002375296912113,842
165,3,Portable DVD/Blu-Ray Players,84,0.0997624703087886,842
213,1,Warranty & Support Extensions,822,0.9762470308788599,842
213,2,Data Storage Devices,17,0.020190023752969122,842
213,3,Chassis Components,1,0.0011876484560570072,842
262,1,Notebook Parts & Accessories,828,0.9928057553956835,834
262,2,Tablet Spare Parts,5,0.005995203836930456,834
262,3,Flat Panel Spare Parts,1,0.001199040767386091,834
275,1,Notebooks,769,0.9343863912515188,823
275,2,PCs/Workstations,54,0.06561360874848117,823
164,1,Mobile Phones,400,0.4932182490752158,811
164,2,Smartwatches,186,0.22934648581997533,811
164,3,Activity Trackers,93,0.11467324290998766,811
220,1,Keyboards,785,0.9703337453646477,809
220,2,Input Device Accessories,11,0.013597033374536464,809
220,3,Numeric Keypads,6,0.007416563658838072,809
202,1,Notebooks,807,1.0,807
235,1,Notebooks,805,0.9987593052109182,806
235,2,Tablets,1,0.0012406947890818859,806
188,1,Chassis Components,779,0.9774153074027604,797
188,2,Portable Device Management Carts & Cabinets,7,0.00878293601003764,797
188,3,Software Licenses/Upgrades,6,0.0075282308657465494,797
217,1,IT Support Services,363,0.4689922480620155,774
217,2,Maintenance & Support Fees,126,0.16279069767441862,774
217,3,Warranty & Support Extensions,106,0.13695090439276486,774
283,1,Notebook Parts & Accessories,766,0.993514915693904,771
283,2,Tablet Spare Parts,3,0.0038910505836575876,771
283,3,Chassis Components,2,0.0025940337224383916,771
224,1,Notebooks,740,0.9647979139504563,767
224,2,All-in-One PCs/Workstations,15,0.01955671447196871,767
224,3,Tablets,12,0.01564537157757497,767
207,1,Computer Monitors,643,0.8505291005291006,756
207,2,Signage Displays,69,0.09126984126984126,756
207,3,Touch Screen Monitors,17,0.022486772486772486,756
192,1,Notebook Parts & Accessories,549,0.7290836653386454,753
192,2,Keyboards,204,0.27091633466135456,753
214,1,Printing Supplies,750,1.0,750
196,1,Telephony Equipment,655,0.8756684491978609,748
196,2,Fax Machines,35,0.04679144385026738,748
196,3,Two-Way Radios,29,0.03877005347593583,748
240,1,Notebook Parts & Accessories,669,0.902834008097166,741
240,2,Notebook Power Tips,54,0.0728744939271255,741
240,3,Tablet Spare Parts,12,0.016194331983805668,741
204,1,Printing Supplies,712,0.9861495844875346,722
204,2,Customer Displays,9,0.012465373961218837,722
204,3,Audio Equipment Parts & Accessories,1,0.0013850415512465374,722
278,1,Notebooks,550,0.7801418439716312,705
278,2,PCs/Workstations,155,0.2198581560283688,705
178,1,Touch Screen Monitors,317,0.45611510791366905,695
178,2,Computer Monitors,210,0.302158273381295,695
178,3,Notebook Parts & Accessories,46,0.06618705035971223,695
245,1,Notebook Parts & Accessories,691,0.9971139971139971,693
245,2,System Components,1,0.001443001443001443,693
245,3,Chassis Components,1,0.001443001443001443,693
218,1,PCs/Workstations,662,0.9678362573099415,684
218,2,Backpack PCs,21,0.03070175438596491,684
218,3,PC/Workstation Barebones,1,0.0014619883040935672,684
195,1,AV Extenders,201,0.29646017699115046,678
195,2,HDMI Cables,106,0.15634218289085547,678
195,3,Cable Interface/Gender Adapters,58,0.0855457227138643,678
285,1,Flat Panel Spare Parts,672,0.9911504424778761,678
285,2,Mobile Phone Spare Parts,6,0.008849557522123894,678
186,1,Power Banks,647,0.9613670133729569,673
186,2,Mobile Device Chargers,23,0.03417533432392273,673
186,3,Portable Speakers,1,0.0014858841010401188,673
194,1,Network Switches,167,0.24851190476190477,672
194,2,Network Antennas,111,0.16517857142857142,672
194,3,System Components,48,0.07142857142857142,672
216,1,Warranty & Support Extensions,492,0.7365269461077845,668
216,2,Chassis Components,58,0.08682634730538923,668
216,3,Installation Services,49,0.07335329341317365,668
197,1,Data Storage Mediums,596,0.8948948948948949,666
197,2,Printing Supplies,23,0.03453453453453453,666
197,3,Data Storage Devices,22,0.03303303303303303,666
179,1,Cameras & Camcorders,653,0.9819548872180451,665
179,2,Camera Accessories,10,0.015037593984962405,665
179,3,Video Conferencing Cameras,1,0.0015037593984962407,665
183,1,Printing Supplies,643,0.9683734939759037,664
183,2,Printing Equipment,17,0.025602409638554216,664
183,3,Print & Scan Accessories,2,0.0030120481927710845,664
236,1,All-in-One PCs/Workstations,613,0.9373088685015291,654
236,2,PCs/Workstations,29,0.04434250764525994,654
236,3,PC/Workstation Barebones,7,0.010703363914373088,654
201,1,Warranty & Support Extensions,589,0.910355486862442,647
201,2,Print & Scan Accessories,26,0.0401854714064915,647
201,3,Printing Supplies,20,0.030911901081916538,647
302,1,Notebooks,644,1.0,644
277,1,PCs/Workstations,477,0.7418351477449455,643
277,2,Notebooks,159,0.24727838258164853,643
277,3,PC/Workstation Barebones,3,0.004665629860031105,643
223,1,Scanning Equipment,614,0.9824,625
223,2,Print & Scan Accessories,7,0.0112,625
223,3,Printing Supplies,1,0.0016,625
230,1,All-in-One PCs/Workstations,618,0.9983844911147012,619
230,2,Notebooks,1,0.0016155088852988692,619
244,1,Notebooks,610,1.0,610
232,1,Power Adapters & Inverters,585,0.962171052631579,608
232,2,Notebook Parts & Accessories,9,0.014802631578947368,608
232,3,Cable Interface/Gender Adapters,4,0.006578947368421052,608
233,1,Notebooks,392,0.6479338842975206,605
233,2,PCs/Workstations,202,0.3338842975206612,605
233,3,All-in-One PCs/Workstations,9,0.01487603305785124,605
241,1,Printing Equipment,587,0.9702479338842975,605
241,2,Printing Supplies,13,0.021487603305785124,605
241,3,Print & Scan Accessories,4,0.006611570247933884,605
274,1,Notebook Parts & Accessories,601,0.9966832504145937,603
274,2,Print & Scan Accessories,1,0.001658374792703151,603
274,3,Tablet Spare Parts,1,0.001658374792703151,603
238,1,Notebooks,602,1.0,602
269,1,Networking Cables,573,0.9630252100840336,595
269,2,Chassis Components,9,0.015126050420168067,595
269,3,Patch Panels,5,0.008403361344537815,595
215,1,Warranty & Support Extensions,536,0.9069373942470389,591
215,2,Computer Utilities,23,0.038917089678511,591
215,3,Notebooks,9,0.015228426395939087,591
212,1,Mobile Phone Cases,286,0.4855687606112054,589
212,2,Radios,63,0.10696095076400679,589
212,3,Mobile Device Chargers,47,0.07979626485568761,589
208,1,Data Storage Devices,190,0.3247863247863248,585
208,2,System Components,39,0.06666666666666667,585
208,3,Portable Speakers,38,0.06495726495726496,585
221,1,Navigational Equipment,359,0.6221837088388215,577
221,2,Sport Watches,72,0.12478336221837089,577
221,3,Sport Watch Accessories,42,0.07279029462738301,577
206,1,Calculators,550,0.9717314487632509,566
206,2,Camera Accessories,4,0.007067137809187279,566
206,3,Battery Chargers,4,0.007067137809187279,566
239,1,Chassis Components,539,0.9590747330960854,562
239,2,PC/Workstation Barebones,11,0.019572953736654804,562
239,3,Servers,8,0.014234875444839857,562
264,1,Notebook Parts & Accessories,542,0.9783393501805054,554
264,2,Mobile Phone Spare Parts,7,0.01263537906137184,554
264,3,Tablet Spare Parts,2,0.0036101083032490976,554
273,1,Warranty & Support Extensions,512,0.9481481481481482,540
273,2,Print & Scan Accessories,25,0.046296296296296294,540
273,3,Installation Services,3,0.005555555555555556,540
263,1,Notebook Parts & Accessories,522,0.9886363636363636,528
263,2,Camera Accessories,2,0.003787878787878788,528
263,3,Notebooks,2,0.003787878787878788,528
309,1,Notebook Parts & Accessories,528,1.0,528
261,1,Notebook Parts & Accessories,525,1.0,525
237,1,Notebooks,521,1.0,521
258,1,Printing Equipment,520,0.9980806142034548,521
258,2,Scanning Equipment,1,0.0019193857965451055,521
252,1,Notebooks,493,0.948076923076923,520
252,2,All-in-One PCs/Workstations,22,0.04230769230769231,520
252,3,PCs/Workstations,4,0.007692307692307693,520
226,1,Flat Panel Wall Mounts,194,0.3737957610789981,519
226,2,Flat Panel Floor Stands,108,0.20809248554913296,519
226,3,Chassis Components,47,0.0905587668593449,519
247,1,Print & Scan Accessories,293,0.5678294573643411,516
247,2,Warranty & Support Extensions,109,0.21124031007751937,516
247,3,Multimedia Software,50,0.09689922480620156,516
246,1,System Components,444,0.896969696969697,495
246,2,Print & Scan Accessories,27,0.05454545454545454,495
246,3,Network Switches,9,0.01818181818181818,495
256,1,Notebooks,490,1.0,490
272,1,Cameras & Camcorders,489,1.0,489
243,1,MP3/MP4 Players,402,0.8254620123203286,487
243,2,Kids' Tablet Accessories,38,0.07802874743326489,487
243,3,Kids' Tablets,18,0.03696098562628337,487
255,1,Projector Accessories,293,0.602880658436214,486
255,2,Projector Mount Accessories,187,0.38477366255144035,486
255,3,Print & Scan Accessories,1,0.00205761316872428,486
297,1,Notebooks,485,1.0,485
300,1,All-in-One PCs/Workstations,483,0.9958762886597938,485
300,2,Notebooks,1,0.002061855670103093,485
300,3,All-in-One PC/Workstation Mounts & Stands,1,0.002061855670103093,485
280,1,Warranty & Support Extensions,466,0.9728601252609603,479
280,2,Networking Software,9,0.018789144050104383,479
280,3,Software Licenses/Upgrades,3,0.006263048016701462,479
267,1,Notebook Parts & Accessories,478,1.0,478
234,1,Audio Cables,108,0.22736842105263158,475
234,2,Coaxial Cables,84,0.17684210526315788,475
234,3,Cable Interface/Gender Adapters,58,0.12210526315789473,475
288,1,Warranty & Support Extensions,459,0.9683544303797469,474
288,2,Installation Services,3,0.006329113924050633,474
288,3,Software Licenses/Upgrades,3,0.006329113924050633,474
265,1,System Components,468,0.9915254237288136,472
265,2,Data Storage Devices,3,0.006355932203389831,472
265,3,Chassis Components,1,0.00211864406779661,472
304,1,Notebook Parts & Accessories,472,1.0,472
260,1,Notebook Parts & Accessories,466,1.0,466
251,1,Thin Clients,345,0.7419354838709677,465
251,2,Embedded Computers,100,0.21505376344086022,465
251,3,Notebooks,11,0.023655913978494623,465
231,1,Camera Accessories,213,0.45905172413793105,464
231,2,Data Storage Mediums,81,0.17456896551724138,464
231,3,Tablet Cases,50,0.10775862068965517,464
295,1,Notebook Parts & Accessories,459,1.0,459
259,1,Data Projectors,452,1.0,452
281,1,Notebooks,450,0.9977827050997783,451
281,2,PCs/Workstations,1,0.0022172949002217295,451
292,1,All-in-One PCs/Workstations,451,1.0,451
308,1,Smartphones,297,0.66,450
308,2,Tablets,125,0.2777777777777778,450
308,3,Notebooks,28,0.06222222222222222,450
268,1,Warranty & Support Extensions,431,0.9642058165548099,447
268,2,Data Storage Devices,11,0.024608501118568233,447
268,3,Software Licenses/Upgrades,3,0.006711409395973154,447
270,1,Mobile Phone Spare Parts,428,0.9683257918552036,442
270,2,Tablet Spare Parts,11,0.024886877828054297,442
270,3,Notebook Parts & Accessories,2,0.004524886877828055,442
271,1,Antivirus Security Software,341,0.7767653758542141,439
271,2,Software Licenses/Upgrades,63,0.14350797266514806,439
271,3,Computer Utilities,21,0.04783599088838269,439
291,1,Notebook Parts & Accessories,430,0.9817351598173516,438
291,2,System Components,6,0.0136986301369863,438
291,3,Chassis Components,1,0.00228310502283105,438
254,1,Software Licenses/Upgrades,207,0.4987951807228916,415
254,2,Hardware Firewalls,99,0.2385542168674699,415
254,3,Gateways/Controllers,33,0.07951807228915662,415
248,1,Remote Controls,320,0.810126582278481,395
248,2,Projector Accessories,19,0.04810126582278481,395
248,3,Finance Accounting Software,14,0.035443037974683546,395
294,1,System Components,391,0.9898734177215189,395
294,2,Power Adapters & Inverters,2,0.005063291139240506,395
294,3,Print & Scan Accessories,2,0.005063291139240506,395
257,1,Cameras & Camcorders,258,0.6615384615384615,390
257,2,Digital Photo Frames,111,0.2846153846153846,390
257,3,Video Conferencing Systems,11,0.028205128205128206,390
307,1,Software Licenses/Upgrades,231,0.6,385
307,2,Antivirus Security Software,152,0.3948051948051948,385
307,3,Networking Software,2,0.005194805194805195,385
284,1,Notebook Parts & Accessories,304,0.8172043010752689,372
284,2,Handheld Device Accessories,36,0.0967741935483871,372
284,3,Input Device Accessories,22,0.05913978494623656,372
310,1,Notebooks,360,1.0,360
266,1,Data Storage Devices,230,0.6497175141242938,354
266,2,Data Storage Mediums,122,0.3446327683615819,354
266,3,Flat Panel Desk Mounts,1,0.002824858757062147,354
279,1,Home Cinema Systems,316,0.8951841359773371,353
279,2,AV Receivers,35,0.09915014164305949,353
279,3,Home Audio Sets,2,0.0056657223796034,353
311,1,Notebooks,333,1.0,333
282,1,System Components,259,0.7848484848484848,330
282,2,Chassis Components,43,0.1303030303030303,330
282,3,Data Storage Devices,14,0.04242424242424243,330
290,1,Printing Supplies,323,0.9938461538461538,325
290,2,Data Storage Mediums,2,0.006153846153846154,325
287,1,Notebook Parts & Accessories,321,0.9907407407407407,324
287,2,Data Storage Devices,2,0.006172839506172839,324
287,3,Chassis Components,1,0.0030864197530864196,324
299,1,Smartphones,316,0.9937106918238994,318
299,2,Tablets,2,0.006289308176100629,318
301,1,Notebooks,306,1.0,306
322,1,UPS Batteries,287,0.9695945945945946,296
322,2,Household Batteries,8,0.02702702702702703,296
322,3,Data Storage Devices,1,0.0033783783783783786,296
296,1,Flat Panel Mount Accessories,171,0.5856164383561644,292
296,2,Flat Panel Accessories,109,0.3732876712328767,292
296,3,Flat Panel Desk Mounts,3,0.010273972602739725,292
323,1,Printing Media,267,0.9143835616438356,292
323,2,Data Storage Mediums,23,0.07876712328767123,292
323,3,Chassis Components,1,0.003424657534246575,292
286,1,Stylus Pens,280,0.9655172413793104,290
286,2,Other Input Devices,2,0.006896551724137931,290
286,3,Mobile Phones,1,0.0034482758620689655,290
289,1,Notebook Parts & Accessories,236,0.8194444444444444,288
289,2,Handheld Mobile Computer Spare Parts,22,0.0763888888888889,288
289,3,Smartwatches,11,0.03819444444444445,288
316,1,PCs/Workstations,282,0.9791666666666666,288
316,2,Tablets,6,0.020833333333333332,288
318,1,Notebook Parts & Accessories,281,0.9859649122807017,285
318,2,Network Antennas,4,0.014035087719298246,285
331,1,Notebooks,280,1.0,280
306,1,Notebook Parts & Accessories,181,0.6487455197132617,279
306,2,Chassis Components,39,0.13978494623655913,279
306,3,Networking Cables,14,0.05017921146953405,279
293,1,Notebook Parts & Accessories,106,0.39114391143911437,271
293,2,Tablet Cases,52,0.1918819188191882,271
293,3,Camera Accessories,32,0.11808118081180811,271
303,1,Printing Equipment,261,1.0,261
315,1,Data Storage Devices,244,0.953125,256
315,2,Network Antennas,4,0.015625,256
315,3,System Components,3,0.01171875,256
320,1,Notebooks,256,1.0,256
305,1,Chassis Components,230,0.9745762711864406,236
305,2,Data Storage Devices,6,0.025423728813559324,236
312,1,Holders,213,0.9508928571428571,224
312,2,Selfie Sticks,4,0.017857142857142856,224
312,3,Navigational Equipment,3,0.013392857142857142,224
328,1,Notebooks,217,1.0,217
326,1,Notebook Parts & Accessories,214,1.0,214
313,1,Flat Panel Desk Mounts,62,0.29107981220657275,213
313,2,Chassis Components,31,0.14553990610328638,213
313,3,Flat Panel Wall Mounts,26,0.12206572769953052,213
324,1,Notebook Parts & Accessories,212,1.0,212
325,1,Warranty & Support Extensions,192,0.9896907216494846,194
325,2,KVM Extenders,1,0.005154639175257732,194
325,3,Software Licenses/Upgrades,1,0.005154639175257732,194
317,1,Notebook Parts & Accessories,91,0.4789473684210526,190
317,2,Mobile Phone Spare Parts,86,0.45263157894736844,190
317,3,Chassis Components,5,0.02631578947368421,190
329,1,Data Storage Devices,185,0.9840425531914894,188
329,2,Network Switches,3,0.015957446808510637,188
327,1,Notebook Parts & Accessories,181,0.9945054945054945,182
327,2,Chassis Components,1,0.005494505494505495,182
319,1,Notebooks,170,0.9941520467836257,171
319,2,All-in-One PCs/Workstations,1,0.005847953216374269,171
332,1,System Components,139,0.9788732394366197,142
332,2,Notebook Parts & Accessories,3,0.02112676056338028,142
321,1,Notebooks,121,0.9029850746268657,134
321,2,Notebook Parts & Accessories,4,0.029850746268656716,134
321,3,Stick PCs,2,0.014925373134328358,134
330,1,System Components,58,0.5087719298245614,114
330,2,Computer TV Tuners,37,0.32456140350877194,114
330,3,Video Capturing Devices,7,0.06140350877192982,114
333,1,Data Storage Devices,112,1.0,112
334,1,Stereoscopic 3D Glasses,95,0.979381443298969,97
334,2,Notebook Parts & Accessories,2,0.020618556701030927,97
336,1,Notebook Parts & Accessories,78,0.9069767441860465,86
336,2,Chassis Components,8,0.09302325581395349,86
335,1,Camera Accessories,32,0.4,80
335,2,Flat Panel Accessories,23,0.2875,80
335,3,Remote Controls,12,0.15,80
337,1,Notebooks,15,0.8823529411764706,17
337,2,Telephony Equipment,1,0.058823529411764705,17
337,3,Smartphones,1,0.058823529411764705,17
338,1,Installation Services,12,1.0,12
339,1,Battery Chargers,4,1.0,4
340,1,Thin Clients,3,1.0,3
341,1,Portable Speakers,2,1.0,2
342,1,Flat Panel Wall Mounts,1,1.0,1
343,1,Notebook Parts & Accessories,1,1.0,1
344,1,Computer Monitors,1,1.0,1
345,1,Flat Panel Wall Mounts,1,1.0,1
346,1,Power Cables,1,1.0,1
347,1,Data Storage Devices,1,1.0,1
348,1,Display Privacy Filters,1,1.0,1
349,1,System Components,1,1.0,1
350,1,Radios,1,1.0,1
351,1,Chassis Components,1,1.0,1
352,1,Handheld Mobile Computers,1,1.0,1
353,1,Operating Systems,1,1.0,1
354,1,Antivirus Security Software,1,1.0,1
355,1,Chassis Components,1,1.0,1
356,1,Warranty & Support Extensions,1,1.0,1
357,1,Notebooks,1,1.0,1
358,1,Portable Speakers,1,1.0,1
359,1,Car Kits,1,1.0,1
360,1,Software Licenses/Upgrades,1,1.0,1
361,1,Chassis Components,1,1.0,1
362,1,Tablets,1,1.0,1
363,1,System Components,1,1.0,1
364,1,Chassis Components,1,1.0,1
365,1,PC/Workstation Barebones,1,1.0,1
