cluster,rank,label,count,share,cluster_size
164,2,Data Storage Mediums,122,0.3446327683615819,354
164,3,Flat Panel Desk Mounts,1,0.002824858757062147,354
172,1,Home Cinema Systems,316,0.8951841359773371,353
172,2,AV Receivers,35,0.09915014164305949,353
172,3,Home Audio Sets,2,0.0056657223796034,353
191,1,Notebooks,333,1.0,333
175,1,System Components,259,0.7848484848484848,330
175,2,Chassis Components,43,0.1303030303030303,330
175,3,Data Storage Devices,14,0.04242424242424243,330
178,1,Notebook Parts & Accessories,321,0.9907407407407407,324
178,2,Data Storage Devices,2,0.006172839506172839,324
178,3,Chassis Components,1,0.0030864197530864196,324
185,1,Notebooks,306,1.0,306
199,1,UPS Batteries,287,0.9695945945945946,296
199,2,Household Batteries,8,0.02702702702702703,296
199,3,Data Storage Devices,1,0.0033783783783783786,296
184,1,Flat Panel Mount Accessories,171,0.5856164383561644,292
184,2,Flat Panel Accessories,109,0.3732876712328767,292
184,3,Flat Panel Desk Mounts,3,0.010273972602739725,292
200,1,Printing Media,267,0.9143835616438356,292
200,2,Data Storage Mediums,23,0.07876712328767123,292
200,3,Chassis Components,1,0.003424657534246575,292
177,1,Stylus Pens,280,0.9655172413793104,290
177,2,Other Input Devices,2,0.006896551724137931,290
177,3,Mobile Phones,1,0.0034482758620689655,290
195,1,PCs/Workstations,282,0.9791666666666666,288
195,2,Tablets,6,0.020833333333333332,288
203,1,Notebooks,280,1.0,280
181,1,Notebook Parts & Accessories,106,0.39114391143911437,271
181,2,Tablet Cases,52,0.1918819188191882,271
181,3,Camera Accessories,32,0.11808118081180811,271
187,1,Printing Equipment,261,1.0,261
194,1,Data Storage Devices,244,0.953125,256
194,2,Network Antennas,4,0.015625,256
194,3,System Components,3,0.01171875,256
188,1,Chassis Components,230,0.9745762711864406,236
188,2,Data Storage Devices,6,0.025423728813559324,236
192,1,Holders,213,0.9508928571428571,224
192,2,Selfie Sticks,4,0.017857142857142856,224
192,3,Navigational Equipment,3,0.013392857142857142,224
193,1,Flat Panel Desk Mounts,62,0.29107981220657275,213
193,2,Chassis Components,31,0.14553990610328638,213
193,3,Flat Panel Wall Mounts,26,0.12206572769953052,213
196,1,Notebook Parts & Accessories,91,0.4789473684210526,190
196,2,Mobile Phone Spare Parts,86,0.45263157894736844,190
196,3,Chassis Components,5,0.02631578947368421,190
201,1,Data Storage Devices,185,0.9840425531914894,188
201,2,Network Switches,3,0.015957446808510637,188
197,1,Notebooks,170,0.9941520467836257,171
197,2,All-in-One PCs/Workstations,1,0.005847953216374269,171
204,1,System Components,139,0.9788732394366197,142
204,2,Notebook Parts & Accessories,3,0.02112676056338028,142
198,1,Notebooks,121,0.9029850746268657,134
198,2,Notebook Parts & Accessories,4,0.029850746268656716,134
198,3,Stick PCs,2,0.014925373134328358,134
202,1,System Components,58,0.5087719298245614,114
202,2,Computer TV Tuners,37,0.32456140350877194,114
202,3,Video Capturing Devices,7,0.06140350877192982,114
205,1,Data Storage Devices,112,1.0,112
206,1,Stereoscopic 3D Glasses,95,0.979381443298969,97
206,2,Notebook Parts & Accessories,2,0.020618556701030927,97
208,1,Notebook Parts & Accessories,78,0.9069767441860465,86
208,2,Chassis Components,8,0.09302325581395349,86
207,1,Camera Accessories,32,0.4,80
207,2,Flat Panel Accessories,23,0.2875,80
207,3,Remote Controls,12,0.15,80
209,1,Notebooks,15,0.8823529411764706,17
209,2,Telephony Equipment,1,0.058823529411764705,17
209,3,Smartphones,1,0.058823529411764705,17
210,1,Installation Services,12,1.0,12
211,1,Battery Chargers,4,1.0,4
212,1,Thin Clients,3,1.0,3
213,1,Portable Speakers,2,1.0,2
214,1,Flat Panel Wall Mounts,1,1.0,1
215,1,Notebook Parts & Accessories,1,1.0,1
216,1,Computer Monitors,1,1.0,1
217,1,Flat Panel Wall Mounts,1,1.0,1
218,1,Power Cables,1,1.0,1
219,1,Data Storage Devices,1,1.0,1
220,1,Display Privacy Filters,1,1.0,1
221,1,System Components,1,1.0,1
222,1,Radios,1,1.0,1
223,1,Chassis Components,1,1.0,1
224,1,Handheld Mobile Computers,1,1.0,1
225,1,Operating Systems,1,1.0,1
226,1,Antivirus Security Software,1,1.0,1
227,1,Chassis Components,1,1.0,1
228,1,Warranty & Support Extensions,1,1.0,1
229,1,Notebooks,1,1.0,1
230,1,Portable Speakers,1,1.0,1
231,1,Car Kits,1,1.0,1
232,1,Software Licenses/Upgrades,1,1.0,1
233,1,Chassis Components,1,1.0,1
234,1,Tablets,1,1.0,1
235,1,System Components,1,1.0,1
236,1,Chassis Components,1,1.0,1
237,1,PC/Workstation Barebones,1,1.0,1
